Tarih,M3
2006-02-28,2.204707994809829
2006-03-31,2.7111745125338205
2006-04-30,1.3239221119255795
2006-05-31,9.30819968114136
2006-06-30,-0.2886175209391162
2006-07-31,-2.9225893303527872
2006-08-31,1.3866443633828718
2006-09-30,1.801601444616674
2006-10-31,1.274957455527037
2006-11-30,2.258126146667405
2006-12-31,2.577007558934463
2007-01-31,1.0222949356707867
2007-02-28,-1.0342029374270867
2007-03-31,0.9022742832548003
2007-04-30,1.015832247290982
2007-05-31,2.532630870472108
2007-06-30,2.475889016100541
2007-07-31,0.9643957894186039
2007-08-31,2.138408957566007
2007-09-30,-1.3823611634527722
2007-10-31,1.2556875542069967
2007-11-30,1.302966474575884
2007-12-31,2.390074653896712
2008-01-31,0.9813842724067046
2008-02-29,1.4993080985737928
2008-03-31,4.7545505994160076
2008-04-30,2.975379100957576
2008-05-31,-1.4507108327638463
2008-06-30,2.084222447313233
2008-07-31,1.5538077850933307
2008-08-31,0.2330459398533824
2008-09-30,4.585357158158554
2008-10-31,4.86955222218346
2008-11-30,2.2525716653137184
2008-12-31,1.9130861643344321
2009-01-31,-0.049056719422801986
2009-02-28,2.088841074099812
2009-03-31,0.5393598691731061
2009-04-30,0.23001412064769244
2009-05-31,0.8665877293396962
2009-06-30,1.2360058201874358
2009-07-31,0.503352316241612
2009-08-31,1.1306469652822448
2009-09-30,2.0935690087235725
2009-10-31,0.7731840398013334
2009-11-30,2.3545646115743946
2009-12-31,1.699624020348156
2010-01-31,-0.3175150450162145
2010-02-28,1.8319276173281551
2010-03-31,0.9693542299388236
2010-04-30,-0.03533894877165711
2010-05-31,1.6094021138437498
2010-06-30,2.804820478413972
2010-07-31,-0.07898021097334507
2010-08-31,1.0220927097977617
2010-09-30,1.8002407959192945
2010-10-31,0.864777301181241
2010-11-30,1.4520552433535894
2010-12-31,4.679573222970523
2011-01-31,-0.4089996796091899
2011-02-28,3.228899860655088
2011-03-31,1.642253977639485
2011-04-30,0.7384144917157442
2011-05-31,2.450559347619752
2011-06-30,2.1899391116094957
2011-07-31,1.1209351287009284
2011-08-31,1.623406012833306
2011-09-30,0.6114379464088993
2011-10-31,-0.5713548910312283
2011-11-30,0.872867238641728
