,SGD Regressor,Lasso Regression,Lars Regression,Gaussian Regression
2015-01-31,7.2407296394621845,7.2407296394621845,7.2407296394621845,7.2407296394621845
2015-02-28,7.5466871322589,7.5466871322589,7.5466871322589,7.5466871322589
2015-03-31,7.610253815667423,7.610253815667423,7.610253815667423,7.610253815667423
2015-04-30,7.912801098306765,7.912801098306765,7.912801098306765,7.912801098306765
2015-05-31,8.092988562904036,8.092988562904036,8.092988562904036,8.092988562904036
2015-06-30,7.204527615978851,7.204527615978851,7.204527615978851,7.204527615978851
2015-07-31,6.814162931282652,6.814162931282652,6.814162931282652,6.814162931282652
2015-08-31,7.140509449465893,7.140509449465893,7.140509449465893,7.140509449465893
2015-09-30,7.946992697136301,7.946992697136301,7.946992697136301,7.946992697136301
2015-10-31,7.581430929661392,7.581430929661392,7.581430929661392,7.581430929661392
2015-11-30,8.102242585001207,8.102242585001207,8.102242585001207,8.102242585001207
2015-12-31,8.80833198772808,8.80833198772808,8.80833198772808,8.80833198772808
2016-01-31,9.578758235176688,9.578758235176688,9.578758235176688,9.578758235176688
2016-02-29,8.777354900095148,8.777354900095148,8.777354900095148,8.777354900095148
2016-03-31,7.4599380950515215,7.4599380950515215,7.4599380950515215,7.4599380950515215
2016-04-30,6.56540344654768,6.56540344654768,6.56540344654768,6.56540344654768
2016-05-31,6.582327007858901,6.582327007858901,6.582327007858901,6.582327007858901
2016-06-30,7.637470617702591,7.637470617702591,7.637470617702591,7.637470617702591
2016-07-31,8.793408793408775,8.793408793408775,8.793408793408775,8.793408793408775
2016-08-31,8.045095482782427,8.045095482782427,8.045095482782427,8.045095482782427
2016-09-30,7.2821253468131175,7.2821253468131175,7.2821253468131175,7.2821253468131175
2016-10-31,7.159431137724548,7.159431137724548,7.159431137724548,7.159431137724548
2016-11-30,7.000520484794404,7.000520484794404,7.000520484794404,7.000520484794404
2016-12-31,8.533056318171695,8.533056318171695,8.533056318171695,8.533056318171695
2017-01-31,9.218772773648155,9.218772773648155,9.218772773648155,9.218772773648155
2017-02-28,10.128289233909182,10.128289233909182,10.128289233909182,10.128289233909182
2017-03-31,11.29179275896015,11.29179275896015,11.29179275896015,11.29179275896015
2017-04-30,11.869618696186969,11.869618696186969,11.869618696186969,11.869618696186969
2017-05-31,11.722178260556815,11.722178260556815,11.722178260556815,11.722178260556815
2017-06-30,10.90108473848137,10.90108473848137,10.90108473848137,10.90108473848137
2017-07-31,9.788378512279717,9.788378512279717,9.788378512279717,9.788378512279717
2017-08-31,10.679301533219764,10.679301533219764,10.679301533219764,10.679301533219764
2017-09-30,11.198497892089133,11.198497892089133,11.198497892089133,11.198497892089133
2017-10-31,11.898857961093846,11.898857961093846,11.898857961093846,11.898857961093846
2017-11-30,12.98426044960217,12.98426044960217,12.98426044960217,12.98426044960217
2017-12-31,11.91973747179873,11.91973747179873,11.91973747179873,11.91973747179873
2018-01-31,10.345632881830923,10.345632881830923,10.345632881830923,10.345632881830923
2018-02-28,10.259125657742342,10.259125657742342,10.259125657742342,10.259125657742342
2018-03-31,10.23456951906696,10.23456951906696,10.23456951906696,10.23456951906696
2018-04-30,10.849529476441466,10.849529476441466,10.849529476441466,10.849529476441466
2018-05-31,12.1470654518528,12.1470654518528,12.1470654518528,12.1470654518528
2018-06-30,15.385112014978386,15.385112014978386,15.385112014978386,15.385112014978386
2018-07-31,15.849020113460544,15.849020113460544,15.849020113460544,15.849020113460544
2018-08-31,17.89642456309124,17.89642456309124,17.89642456309124,17.89642456309124
2018-09-30,24.518924429718346,24.518924429718346,24.518924429718346,24.518924429718346
2018-10-31,25.24032459425718,25.24032459425718,25.24032459425718,25.24032459425718
2018-11-30,21.618795743895692,21.618795743895692,21.618795743895692,21.618795743895692
2018-12-31,20.30176231636174,20.30176231636174,20.30176231636174,20.30176231636174
2019-01-31,20.35374149659863,20.35374149659863,20.35374149659863,20.35374149659863
2019-02-28,19.671639103160544,19.671639103160544,19.671639103160544,19.671639103160544
2019-03-31,19.712910128388007,19.712910128388007,19.712910128388007,19.712910128388007
2019-04-30,19.50230468522085,19.50230468522085,19.50230468522085,19.50230468522085
2019-05-31,18.71160360567261,18.71160360567261,18.71160360567261,18.71160360567261
2019-06-30,15.720120859444942,15.720120859444942,15.720120859444942,15.720120859444942
2019-07-31,16.646726579672233,16.646726579672233,16.646726579672233,16.646726579672233
2019-08-31,15.008431703204028,15.008431703204028,15.008431703204028,15.008431703204028
2019-09-30,9.262102138982709,9.262102138982709,9.262102138982709,9.262102138982709
2019-10-31,8.552844718020292,8.552844718020292,8.552844718020292,8.552844718020292
2019-11-30,10.56184889248508,10.56184889248508,10.56184889248508,10.56184889248508
2019-12-31,11.836092210825644,11.836092210825644,11.836092210825644,11.836092210825644
2020-01-31,12.153641319365939,12.153641319365939,12.153641319365939,12.153641319365939
2020-02-29,12.367384816031702,12.367384816031702,12.367384816031702,12.367384816031702
2020-03-31,11.85918919589881,11.85918919589881,11.85918919589881,11.85918919589881
2020-04-30,10.936698972243253,10.936698972243253,10.936698972243253,10.936698972243253
2020-05-31,11.390017411491593,11.390017411491593,11.390017411491593,11.390017411491593
2020-06-30,12.622391992843852,12.622391992843852,12.622391992843852,12.622391992843852
2020-07-31,11.764144642686759,11.764144642686759,11.764144642686759,11.764144642686759
2020-08-31,11.77040961120046,11.77040961120046,11.77040961120046,11.77040961120046
2020-09-30,11.748313975271628,11.748313975271628,11.748313975271628,11.748313975271628
2020-10-31,11.889620973851557,11.889620973851557,11.889620973851557,11.889620973851557
2020-11-30,14.026300743281862,14.026300743281862,14.026300743281862,14.026300743281862
2020-12-31,14.599318955732121,14.599318955732121,14.599318955732121,14.599318955732121
2021-01-31,14.973681263299365,14.973681263299365,14.973681263299365,14.973681263299365
2021-02-28,15.610910227222007,15.610910227222007,15.610910227222007,15.610910227222007
2021-03-31,16.190243685915927,16.190243685915927,16.190243685915927,16.190243685915927
2021-04-30,17.140153599014152,17.140153599014152,17.140153599014152,17.140153599014152
2021-05-31,16.592853111024255,16.592853111024255,16.592853111024255,16.592853111024255
2021-06-30,17.525330585608813,17.525330585608813,17.525330585608813,17.525330585608813
2021-07-31,18.951681748335325,18.951681748335325,18.951681748335325,18.951681748335325
2021-08-31,19.25266075622607,19.25266075622607,19.25266075622607,19.25266075622607
2021-09-30,19.582573709687566,19.582573709687566,19.582573709687566,19.582573709687566
2021-10-31,19.890024211087876,19.890024211087876,19.890024211087876,19.890024211087876
2021-11-30,21.31252757832245,21.31252757832245,21.31252757832245,21.31252757832245
2021-12-31,36.08090172540164,36.08090172540164,36.08090172540164,36.08090172540164
2022-01-31,48.69082407948571,48.69082407948571,48.69082407948571,48.69082407948571
2022-02-28,54.43856668468605,54.43856668468605,54.43856668468605,54.43856668468605
2022-03-31,61.144538039844896,61.144538039844896,61.144538039844896,61.144538039844896
2022-04-30,69.9710700330628,69.9710700330628,69.9710700330628,69.9710700330628
2022-05-31,73.49595009775626,73.49595009775626,73.49595009775626,73.49595009775626
2022-06-30,78.61839701906919,78.61839701906919,78.61839701906919,78.61839701906919
2022-07-31,79.6020525333716,79.6020525333716,79.6020525333716,79.6020525333716
2022-08-31,80.20759403832504,80.20759403832504,80.20759403832504,80.20759403832504
2022-09-30,83.45249360389727,83.45249360389727,83.45249360389727,83.45249360389727
2022-10-31,85.51478641840087,85.51478641840087,85.51478641840087,85.51478641840087
2022-11-30,84.38925996957872,84.38925996957872,84.38925996957872,84.38925996957872
2022-12-31,64.26959749617876,64.26959749617876,64.26959749617876,64.26959749617876
2023-01-31,57.682481034550534,57.682481034550534,57.682481034550534,57.682481034550534
2023-02-28,55.179828234970564,55.179828234970564,55.179828234970564,55.179828234970564
2023-03-31,50.50851073917786,50.50851073917786,50.50851073917786,50.50851073917786
2023-04-30,43.68416980735861,43.68416980735861,43.68416980735861,43.68416980735861
2023-05-31,39.5853009358633,39.5853009358633,39.5853009358633,39.5853009358633
2023-06-30,38.21351876469987,38.21351876469987,38.21351876469987,38.21351876469987
2023-07-31,47.83173331468586,47.83173331468586,47.83173331468586,47.83173331468586
2023-08-31,58.943533697632056,58.943533697632056,58.943533697632056,58.943533697632056
2023-09-30,61.52986464671548,61.52986464671548,61.52986464671548,61.52986464671548
2023-10-31,61.35701107011069,61.35701107011069,61.35701107011069,61.35701107011069
2023-12-31,66.25613511595422,65.98266299010298,65.01502286425756,64.59034534393604
2024-01-31,72.26473211574856,71.92067012787322,70.27816565392683,69.52621743513218
2024-02-29,66.6930171087183,66.11089249630679,64.26634693320075,63.257289345613344
2024-03-31,66.97355999590036,66.10928997540539,64.03887379804023,62.73372169761189
2024-04-30,70.07752521125906,68.85364700327558,66.94502173087903,65.26900380482026
2024-05-31,72.40625319649287,70.94368509779136,68.85352517467894,66.8589072279574
2024-06-30,78.25611607472374,76.54850740117271,73.77608507224063,71.43228722543651
2024-07-31,77.39277226513046,75.37091743980253,72.16646525218937,69.51064398390008
2024-08-31,67.68520922172947,65.51086291400097,62.16762278117818,59.36721001575434
2024-09-30,59.20078320854281,56.85292583159593,53.51263786566975,50.56836664798101
2024-10-31,57.704986563086266,55.094398387549525,51.64746231681694,48.433364860616024
2024-11-30,57.956043039815455,55.10606377001259,51.4188413625128,47.92154382062457
2024-12-31,54.37120909372002,51.61548266384537,48.60749996588329,45.273575820068345
2025-01-31,54.03578830761842,51.286212557768195,48.296416912931406,44.958037674560416
2025-02-28,54.3211729136035,51.55485009890186,48.4420681277445,45.07696770028875
