,
,Last updated: 08/21/24 - 19:46
,"min.x13(save=""d11"", arimasmpl=""2006M01 2026M01"", html)  @x11()"
,
2006M01,123.2570
2006M02,123.6099
2006M03,123.8868
2006M04,124.9925
2006M05,126.9104
2006M06,128.5085
2006M07,130.3057
2006M08,130.9565
2006M09,132.6261
2006M10,132.4581
2006M11,133.3231
2006M12,134.4258
2007M01,135.4691
2007M02,136.1085
2007M03,137.2655
2007M04,138.3851
2007M05,138.7196
2007M06,139.6253
2007M07,139.3207
2007M08,140.6684
2007M09,142.0549
2007M10,142.6010
2007M11,144.5512
2007M12,145.7059
2008M01,146.5147
2008M02,148.3929
2008M03,149.6899
2008M04,151.7401
2008M05,153.7745
2008M06,154.5679
2008M07,156.2088
2008M08,157.2720
2008M09,157.8587
2008M10,159.5776
2008M11,160.0998
2008M12,160.3643
2009M01,160.3847
2009M02,159.6940
2009M03,161.3896
2009M04,161.0325
2009M05,161.9863
2009M06,163.6620
2009M07,164.7068
2009M08,165.7045
2009M09,166.1290
2009M10,167.4928
2009M11,168.9974
2009M12,170.8403
2010M01,173.4114
2010M02,175.7545
2010M03,176.7183
2010M04,177.5030
2010M05,176.9411
2010M06,177.4964
2010M07,177.2224
2010M08,179.4877
2010M09,181.3640
2010M10,181.7695
2010M11,181.4475
2010M12,181.8630
2011M01,181.7554
2011M02,182.9959
2011M03,183.7729
2011M04,185.0982
2011M05,189.8242
2011M06,188.6473
2011M07,188.3510
2011M08,191.2870
2011M09,192.3224
2011M10,195.5570
2011M11,198.9112
2011M12,201.0593
2012M01,200.9034
2012M02,202.2081
2012M03,203.0052
2012M04,205.6798
2012M05,205.6555
2012M06,205.2551
2012M07,205.3424
2012M08,208.0228
2012M09,209.7857
2012M10,210.8544
2012M11,211.8502
2012M12,213.6977
2013M01,215.4509
2013M02,216.5756
2013M03,217.9724
2013M04,218.2299
2013M05,219.0842
2013M06,222.1613
2013M07,223.3878
2013M08,224.6417
2013M09,226.1357
2013M10,227.2410
2013M11,227.6931
2013M12,229.7241
2014M01,232.0082
2014M02,233.8742
2014M03,236.4028
2014M04,238.7169
2014M05,240.3008
2014M06,242.3462
2014M07,244.0075
2014M08,245.6464
2014M09,245.9982
2014M10,247.7663
2014M11,248.7906
2014M12,248.5093
2015M01,248.7117
2015M02,251.6531
2015M03,254.6332
2015M04,257.7518
2015M05,259.9806
2015M06,259.7723
2015M07,260.4770
2015M08,262.7418
2015M09,265.2672
2015M10,266.5668
2015M11,268.9417
2015M12,270.2428
2016M01,272.5838
2016M02,273.9393
2016M03,273.9504
2016M04,274.9103
2016M05,277.2747
2016M06,279.7057
2016M07,283.3575
2016M08,283.5381
2016M09,284.3153
2016M10,285.5901
2016M11,287.5362
2016M12,292.9687
2017M01,297.8432
2017M02,301.8001
2017M03,305.2285
2017M04,307.9243
2017M05,309.8897
2017M06,310.2198
2017M07,311.0284
2017M08,313.5943
2017M09,316.0562
2017M10,319.7299
2017M11,324.7005
2017M12,327.5801
2018M01,328.7766
2018M02,332.7580
2018M03,336.5027
2018M04,341.4459
2018M05,347.4584
2018M06,357.7162
2018M07,360.1582
2018M08,369.6704
2018M09,394.0503
2018M10,401.2084
2018M11,395.2669
2018M12,393.8159
2019M01,395.7419
2019M02,397.6537
2019M03,402.4976
2019M04,407.6369
2019M05,412.5011
2019M06,413.2444
2019M07,419.7997
2019M08,425.3668
2019M09,431.4605
2019M10,436.8056
2019M11,437.8292
2019M12,440.6218
2020M01,443.6440
2020M02,445.7828
2020M03,449.2973
2020M04,451.2411
2020M05,459.9032
2020M06,464.9865
2020M07,468.9674
2020M08,475.5944
2020M09,482.6029
2020M10,490.0655
2020M11,500.6543
2020M12,505.8461
2021M01,509.6223
2021M02,513.7211
2021M03,520.9387
2021M04,527.8227
2021M05,536.8692
2021M06,546.4904
2021M07,557.7117
2021M08,566.9129
2021M09,576.6790
2021M10,588.5624
2021M11,608.6527
2021M12,689.7163
2022M01,757.4942
2022M02,791.6378
2022M03,837.9514
2022M04,896.9012
2022M05,932.9161
2022M06,977.5108
2022M07,1001.661
2022M08,1019.777
2022M09,1055.196
2022M10,1092.102
2022M11,1123.878
2022M12,1135.016
2023M01,1195.169
2023M02,1226.857
2023M03,1260.465
2023M04,1289.677
2023M05,1304.132
2023M06,1353.319
2023M07,1481.357
2023M08,1617.545
2023M09,1698.412
2023M10,1759.886
2023M11,1819.961
2023M12,1872.513
2024M01,1972.901
2024M02,2050.142
2024M03,2123.883
2024M04,2192.967
2024M05,2291.601
2024M06,2326.932
2024M07,2397.609
2024M08,2458.766
2024M09,2498.083
2024M10,2550.464
2024M11,2606.726
2024M12,2652.554
2025M01,2667.589
2025M02,2709.228
2025M03,2776.821
2025M04,2827.015
2025M05,2905.001
2025M06,2947.340
2025M07,2982.732
2025M08,3017.661
2025M09,3040.747
2025M10,3071.208
2025M11,3110.701
2025M12,3156.821
2026M01,3187.641
