,0
2014-01-31,1.9780795598445478
2014-02-28,0.42819217264709053
2014-03-31,1.1256075722691383
2014-04-30,1.344970064929596
2014-05-31,0.3952240296209997
2014-06-30,0.3107906514172143
2014-07-31,0.45441401247572344
2014-08-31,0.09458403585969055
2014-09-30,0.13968775677897227
2014-10-31,1.8995651103635103
2014-11-30,0.1811813020896169
2014-12-31,-0.4420866489831976
2015-01-31,1.1020507024059434
2015-02-28,0.7147135156718054
2015-03-31,1.185379004123055
2015-04-30,1.6299024409356155
2015-05-31,0.5628590153822666
2015-06-30,-0.5137051945562687
2015-07-31,0.0886285692266231
2015-08-31,0.4004004004003914
2015-09-30,0.8934734258762234
2015-10-31,1.554482915890687
2015-11-30,0.6661676646706693
2015-12-31,0.20819391776341067
2016-01-31,1.8179119982191905
2016-02-29,-0.021862702229991093
2016-03-31,-0.04009038559662503
2016-04-30,0.7838990775513199
2016-05-31,0.5788293177049209
2016-06-30,0.47118912308468097
2016-07-31,1.1634983711022784
2016-08-31,-0.29018331092079963
2016-09-30,0.181005110732535
2016-10-31,1.4383391788004296
2016-11-30,0.5168861104320355
2016-12-31,1.6434453285153472
2017-01-31,2.461201886921449
2017-02-28,0.8107026089277491
2017-03-31,1.0159843796538448
2017-04-30,1.3071681299960725
2017-05-31,0.4462697668402127
2017-06-30,-0.26721612311260134
2017-07-31,0.14849247853316871
2017-08-31,0.5189530685920651
2017-09-30,0.6509539842873169
2017-10-31,2.07722696571937
2017-11-30,1.4918851435705482
2017-12-31,0.6857740328433559
2018-01-31,1.0201276686722993
2018-02-28,0.7316704459561674
2018-03-31,0.9934868085361925
2018-04-30,1.8723252496433584
2018-05-31,1.6220316237820276
2018-06-30,2.6123901934891336
2018-07-31,0.5511414503133416
2018-08-31,2.2954286191257944
2018-09-30,6.304738073219807
2018-10-31,2.6686111963974968
2018-11-30,-1.4429187330226467
2018-12-31,-0.40457165975523735
2019-01-31,1.0637757692698369
2019-02-28,0.16077574295978447
2019-03-31,1.0283163201324275
2019-04-30,1.6931059308358698
2019-05-31,0.9496374777237859
2019-06-30,0.026600889920680437
2019-07-31,1.3562846021806907
2019-08-31,0.858696689247207
2019-09-30,0.9932835114937255
2019-10-31,2.002154364930675
2019-11-30,0.3810923115774134
2019-12-31,0.7432818753573489
2020-01-31,1.350737797956869
2020-02-29,0.3516631201702314
2020-03-31,0.571403062363296
2020-04-30,0.8544542589551396
2020-05-31,1.362145985080221
2020-06-30,1.133255177803827
2020-07-31,0.5838914648806481
2020-08-31,0.8643503500085359
2020-09-30,0.9733183809060186
2020-10-31,2.131137235179481
2020-11-30,2.298001559358198
2020-12-31,1.2495487183601384
2021-01-31,1.6818208831045345
2021-02-28,0.9078511591662064
2021-03-31,1.0753726156459864
2021-04-30,1.678986877542843
2021-05-31,0.8885632702133828
2021-06-30,1.9420910529746038
2021-07-31,1.8046321326806503
2021-08-31,1.1195636572412848
2021-09-30,1.2526614620298027
2021-10-31,2.3937195527985233
2021-11-30,3.5117743702081095
2021-12-31,13.575491038952459
2022-01-31,11.104156052114412
2022-02-28,4.808511195838738
2022-03-31,5.464228119960501
2022-04-30,7.248352377791467
2022-05-31,2.980802175090358
2022-06-30,4.951918949085599
2022-07-31,2.365272522752848
2022-08-31,1.4604956894398669
2022-09-30,3.0758627479939182
2022-10-31,3.5447850299458405
2022-11-30,2.8837638376383756
2022-12-31,1.1826838584724664
2023-01-31,6.648943240728422
2023-02-28,3.1450460331704733
2023-03-31,2.2894798321155596
2023-04-30,2.385508958456395
2023-05-31,0.04307559767391389
2023-06-30,3.920498231585423
2023-07-31,9.488824273633266
2023-08-31,9.086793166828855
2023-09-30,4.753114333678177
2023-11-30,4.04302392587215
2023-12-31,3.6489509743725983
2024-01-31,4.727440976947932
2024-02-29,2.9585339483787676
2024-03-31,3.0700926622047
2024-04-30,4.038955855942961
2024-05-31,4.121989068601822
2024-06-30,3.1270437656729255
2024-07-31,3.090268508826197
2024-08-31,3.225051623447297
2024-09-30,3.319815401609758
2024-10-31,3.5246779115418603
2024-11-30,3.3498265214797796
2024-12-31,3.346617659055835
2025-01-31,4.343498781204551
2025-02-28,3.0995025501355666
