,TÜFE C
2006-03-31,-1.101303749291438
2006-04-30,-0.368459837877666
2006-05-31,1.8573307034845499
2006-06-30,2.6222365660803604
2006-07-31,1.3444453180281535
2006-08-31,0.13188518231186386
2006-09-30,-0.007747733787855093
2006-10-31,1.4954284828761821
2006-11-30,2.0154210245056703
2006-12-31,0.6884681583476882
2007-01-31,-0.022296544035671495
2007-02-28,-0.5724055902468161
2007-03-31,-0.44859813084111577
2007-04-30,0.420578295155849
2007-05-31,1.7126617306110203
2007-06-30,1.8529411764705905
2007-07-31,0.7074790643950335
2007-08-31,-1.003584229390686
2007-09-30,-0.9413468501086042
2007-10-31,0.5116959064327409
2007-11-30,1.563636363636367
2007-12-31,0.9237379162191139
2008-01-31,0.021285653469571564
2008-02-29,-0.9009009009009028
2008-03-31,-0.5511811023621971
2008-04-30,0.8637443316778182
2008-05-31,2.2764575751088367
2008-06-30,2.742115545632151
2008-07-31,0.774193548387081
2008-08-31,-0.8491138216860872
2008-09-30,-0.4078026235302068
2008-10-31,0.7302258923087335
2008-11-30,1.6056910569105742
2008-12-31,0.9201840368073588
2009-01-31,-0.3700033036009298
2009-02-28,-0.537170899927053
2009-03-31,-0.6867582344312617
2009-04-30,-0.6982208794897526
2009-05-31,0.9059563247921121
2009-06-30,1.78894472361808
2009-07-31,0.5858346498156974
2009-08-31,-0.07852889208821434
2009-09-30,-0.42569912895409345
2009-10-31,0.3551696921862746
2009-11-30,2.3266483156376916
2009-12-31,0.7301607634663476
2010-01-31,-0.43873593183696435
2010-02-28,-0.542853493421902
2010-03-31,-0.48160277403197504
2010-04-30,0.6000774293457356
2010-05-31,1.1352703482778503
2010-06-30,1.6045154743784984
2010-07-31,0.09986892203981412
2010-08-31,-0.5050819978799082
2010-09-30,-0.6893958385560284
2010-10-31,-0.15145778114351582
2010-11-30,1.1502970547339064
2010-12-31,0.7623094226443472
2011-01-31,0.0
2011-02-28,-0.35966761751208276
2011-03-31,0.09957679860592705
2011-04-30,0.5906490922656049
2011-05-31,1.7677235923110324
2011-06-30,1.8949286365016693
2011-07-31,0.6258568277999643
2011-08-31,-0.3494846582158484
2011-09-30,0.02377697200262041
2011-10-31,0.5764545076365257
2011-11-30,1.8139919640746793
2011-12-31,1.2419476524867967
2012-01-31,-0.05732301519059124
2012-02-29,-0.08029825064524987
2012-03-31,-0.17794615693703664
2012-04-30,0.39677975848189107
2012-05-31,2.0791568818374406
2012-06-30,1.3522612501402742
2012-07-31,0.404141061839125
2012-08-31,-0.28672254080283066
2012-09-30,-0.2820172528201659
2012-10-31,0.11645316918980075
2012-11-30,1.2739559100476416
2012-12-31,0.8750820389411551
2013-01-31,0.02168726957274547
2013-02-28,-0.1680398959236773
2013-03-31,-0.08144648965627832
2013-04-30,0.38039343549614024
2013-05-31,1.7269380684278968
2013-06-30,1.4741099462508789
2013-07-31,0.41430669183972757
2013-08-31,0.20368726171202667
2013-09-30,-0.02084853539039422
2013-10-31,0.667292253154006
2013-11-30,1.7762817193164304
2013-12-31,0.6258586475347272
2014-01-31,-0.1112459546925515
2014-02-28,0.3087982180824289
2014-03-31,0.7014887711329632
2014-04-30,1.1977548361230994
2014-05-31,2.1195463774575263
2014-06-30,1.5033218563600181
2014-07-31,0.30576656633700683
2014-08-31,0.29054536794475005
2014-09-30,-0.08548632218845498
2014-10-31,0.2804449092119077
2014-11-30,1.5736834621036033
2014-12-31,0.6159876802463993
2015-01-31,-0.3803163118593855
2015-02-28,0.2188183807439792
2015-03-31,-0.13936634767257594
2015-04-30,0.6094157052474847
2015-05-31,2.0252462200027743
2015-06-30,1.9578518014955693
2015-07-31,0.33337778370450266
2015-08-31,0.10632642211589882
2015-09-30,0.23898035050451405
2015-10-31,0.8123620309050894
2015-11-30,2.2159936936147817
2015-12-31,0.8911739502999172
2016-01-31,-0.11465941905893784
2016-02-29,0.3316185536329286
2016-03-31,-0.055087079961013696
2016-04-30,0.41126091749341676
2016-05-31,1.9380990583963031
2016-06-30,1.3627702758677973
2016-07-31,0.24110171223079568
2016-08-31,0.12637586628618802
2016-09-30,-0.02442897276169198
2016-10-31,0.13846467114639882
2016-11-30,1.6064093700435267
2016-12-31,0.8365353826448985
2017-01-31,0.3493033779224275
2017-02-28,0.5735532613424965
2017-03-31,0.7040037756627093
2017-04-30,1.2458504198398668
2017-05-31,1.893997839839523
2017-06-30,1.3325761877721165
2017-07-31,0.0709829267381501
2017-08-31,0.4927947435227287
2017-09-30,0.490378185600715
2017-10-31,0.8835489833641352
2017-11-30,2.374583165377997
2017-12-31,1.0702652396463508
2018-01-31,0.5454030315908742
2018-02-28,0.46847481507574784
2018-03-31,0.49083196017247754
2018-04-30,0.7884729442137806
2018-05-31,2.62729758731699
2018-06-30,1.6965731246626925
2018-07-31,1.8142018506849045
2018-08-31,0.9251417030425424
2018-09-30,2.3465237880059275
2018-10-31,6.758333596139909
2018-11-30,2.6143211627082774
2018-12-31,-1.871203615741146
2019-01-31,-0.4488514683017031
2019-02-28,0.0412565568456591
2019-03-31,-0.2651113467656563
2019-04-30,0.2805836139169404
