Tarih,USD/TL,Motorin,Enflasyon Belirsizliği,ParaArzi,Borç,Kredi,Mevduat Faizi,REDK,REDKT,İşsizlik,Politika Faizi,Beklenti,TÜFE
2014-12-31,1.2556535841592442,-6.946208218521621,0.72,0.11267603736559995,0.6090637206825678,1.534570785872895,10.13,102.3,105.69,10.3,8.51,0.31,-0.4420866489831976
2015-01-31,1.032913657827117,-5.821917808219168,0.66,3.1988434617936212,0.2635854789297287,1.427698927761283,9.64,105.95,108.6,10.5,7.82,0.72,1.1020507024059434
2015-02-28,3.235828707153532,4.637047163362951,0.53,-0.04479384598614633,0.5510587591097238,1.9422929616413238,9.69,103.72,105.72,10.7,7.71,0.49,0.7147135156718054
2015-03-31,4.188580424219168,-0.6453972982153666,0.61,2.5250786345573095,1.0243058461611332,1.6866824959054456,10.0,101.49,104.59,10.5,8.0,0.69,1.185379004123055
2015-04-30,4.340935508313093,1.825163054912693,0.64,2.673015244243415,0.47013354115716943,2.562001849237465,10.12,100.14,103.14,10.5,8.28,0.85,1.6299024409356155
2015-05-31,2.4836881342079398,5.010589389947828,0.69,2.6260747596276834,1.2525594783597604,1.8246001624829595,10.21,98.9,101.56,10.2,8.28,0.52,0.5628590153822666
2015-06-30,1.489015871755539,-0.676373653401563,0.55,0.8840000107106283,0.20833377529745345,1.6693226694365502,10.52,97.43,99.09,10.2,8.59,0.17,-0.5137051945562687
2015-07-31,0.5808589641751238,-2.6422009261322765,0.6,1.7750168620652707,0.19988323100810224,1.1983527797972522,10.52,98.9,100.36,10.1,8.67,0.12,0.0886285692266231
2015-08-31,2.4796539560873354,-2.3323837623359434,0.55,1.9959476701899126,0.96379673940028,1.466274050711144,11.05,95.93,95.82,10.1,8.69,0.15,0.4004004004003914
2015-09-30,3.6591108875106304,2.757884319904158,0.54,2.2504674199020025,0.13782390850403115,1.2154548445478295,11.21,92.96,91.79,10.2,8.96,0.59,0.8934734258762234
2015-10-31,2.750590905613093,-1.5079324851741127,0.54,3.512457464362684,0.7342121456657802,0.5534116669161858,11.31,94.88,95.03,10.2,8.73,1.26,1.554482915890687
2015-11-30,0.2932849550341343,-2.863906543498962,0.54,-2.3875950831645953,0.0067358945461393205,0.012677531133598633,11.15,98.59,100.0,10.2,8.75,0.43,0.6661676646706693
2015-12-31,-0.9710554853494924,-5.017218543046353,0.49,-0.03916930164361565,0.2860005337189442,-0.1170565210061049,11.93,97.4,98.98,10.4,8.81,0.07,0.20819391776341067
2016-01-31,0.887446432364758,-4.250334672021417,0.59,1.386410445960462,0.15168445315694168,0.5033183945420893,11.72,97.14,100.02,10.2,8.98,1.21,1.8179119982191905
2016-02-29,0.7885964437177817,0.27962250961202084,0.64,-0.02549985489745943,0.6711018033058735,0.774182216350528,12.05,98.51,101.42,10.1,9.09,0.68,-0.021862702229991093
2016-03-31,-0.287527941715493,3.723713256651573,0.57,0.8399919283154755,0.22724172257133635,0.3846023000090077,11.82,99.59,102.47,10.2,8.9,0.77,-0.04009038559662503
2016-04-30,-1.9481897927597025,0.579669560347229,0.75,1.2807228947604665,0.9341109592479802,0.3356622932629844,11.42,99.9,103.33,10.1,8.58,0.92,0.7838990775513199
2016-05-31,-0.16239098048214107,5.373500013920984,0.63,0.1277485529086464,0.2618613136324832,0.8727182970059483,11.23,97.79,100.59,10.3,8.46,0.65,0.5788293177049209
2016-06-30,0.2917742729287687,2.346289005733615,0.77,1.9426149598216425,0.6406945535941899,1.0490705238255318,10.97,98.45,101.76,10.7,8.21,0.11,0.47118912308468097
2016-07-31,1.4151252803946246,-1.4792823028269009,0.68,1.2138754833549426,0.21724455134863874,1.152427909568799,10.76,98.18,102.51,11.1,8.06,0.26,1.1634983711022784
2016-08-31,0.41219207788154577,-1.3206854986635874,0.58,1.1802304665857744,0.4500862202689637,0.4743914022252425,10.84,97.14,101.22,11.1,7.92,0.33,-0.29018331092079963
2016-09-30,0.4877931348199027,6.768814063412809,0.62,0.09260090922613706,0.6820913495657832,0.3270389373442712,10.87,97.4,101.39,11.6,7.78,0.72,0.181005110732535
2016-10-31,1.243328257322518,5.312507772278474,0.64,1.2675919671775615,1.0175318848110182,0.43867215362772516,10.53,95.22,99.94,11.5,7.81,1.32,1.4383391788004296
2016-11-30,3.387575325070591,-0.43218477670453614,0.57,1.7281471126801895,0.41690213407759025,1.5159129923104944,10.17,93.15,96.6,11.6,8.2,0.83,0.5168861104320355
2016-12-31,5.68929457677998,6.06261859582542,0.67,3.562474692677453,0.6864285125511405,2.0831165255854978,10.51,90.72,93.47,12.1,8.31,0.79,1.6434453285153472
2017-01-31,6.7884649565916,4.794704356382518,1.03,2.341198283418322,0.0945834243055721,3.2143687738355933,10.42,86.67,88.87,12.0,10.34,1.44,2.461201886921449
2017-02-28,3.859715816082687,0.1941954758856168,0.63,1.9709954011397857,1.030835689468046,1.2397017617843145,11.09,88.15,90.23,11.9,10.4,0.62,0.8107026089277491
2017-03-31,1.6244778373247115,-2.453621861089217,0.72,-2.2893530228510484,1.088386911821937,1.4235305721849134,11.3,89.07,90.8,11.9,11.35,0.68,1.0159843796538448
2017-04-30,-0.7321064103727348,0.8624642459442278,0.92,2.8557677366689793,0.986001826782057,0.38408450014607637,12.07,89.71,91.61,11.6,11.8,0.95,1.3071681299960725
2017-05-31,-0.9872342407595491,-2.30549422002857,0.92,1.873695410975773,0.7383738829014774,1.8107366745097133,12.57,91.22,92.9,11.1,11.97,0.59,0.4462697668402127
2017-06-30,-1.3501317606179675,-2.22916528174788,0.66,1.3573420813065118,0.67176312335544,1.343370797228335,13.23,91.62,92.82,11.0,11.98,0.14,-0.26721612311260134
2017-07-31,-0.8750367015140648,1.4550234571538478,0.66,1.154907491627788,1.0486482021787147,1.1927078208794208,12.91,89.86,90.6,10.6,11.98,0.18,0.14849247853316871
2017-08-31,-0.4827607213835905,2.662794593990836,0.81,0.7026427157210025,1.8792099528329498,0.8352289792452918,12.83,89.64,90.75,10.5,12.01,0.21,0.5189530685920651
2017-09-30,-0.48108612643158466,1.7059425114781313,0.83,1.4854803501843428,1.7089388677665074,0.8647706306537186,12.89,89.51,91.55,10.3,11.99,0.57,0.6509539842873169
2017-10-31,0.971570459383142,3.125735435698851,0.78,0.8694147160649646,1.9969753195773876,1.4164794174088564,12.86,86.77,89.26,10.3,11.96,1.31,2.07722696571937
2017-11-30,3.4443583219736507,5.070329031990384,1.01,2.8205063102629158,1.3437897987375713,1.8043731575643953,13.04,83.19,85.47,10.1,12.25,0.75,1.4918851435705482
2017-12-31,3.4483819378216207,0.7463570666982555,1.14,2.168500540052798,0.7458669954733876,1.6311324326361516,13.85,84.02,86.24,9.9,12.75,0.55,0.6857740328433559
2018-01-31,0.9662972267323822,1.5267325180307267,0.86,-0.366907070575917,0.17693763671924323,0.9853530097710141,13.34,84.08,86.84,9.8,12.75,1.32,1.0201276686722993
2018-02-28,-0.8785440186773186,-0.876397119857919,0.79,-0.39380844295281436,0.8173314910516538,0.4780549850487598,13.43,85.0,86.3,10.0,12.75,0.64,0.7316704459561674
2018-03-31,0.2910234548382684,1.715710140411697,0.67,0.9518995933249785,0.7496887874566482,1.2266294342691448,13.54,84.16,84.94,10.0,12.75,0.82,0.9934868085361925
2018-04-30,2.464434355260159,5.967834577828834,0.81,2.769195580657735,1.1956879480612193,1.6628821043535993,13.45,82.65,83.14,10.2,13.5,1.23,1.8723252496433584
2018-05-31,5.430801206979008,2.7445028637505198,0.81,2.6040965782965886,0.4887585532746819,3.3169447672491974,14.17,80.52,79.35,10.6,16.5,0.99,1.6220316237820276
2018-06-30,6.051882844942336,0.9777371364259935,1.18,5.961136783117849,0.6105984117570573,2.591692737775546,16.93,79.55,78.19,10.7,17.77,0.82,2.6123901934891336
2018-07-31,5.29886260539052,0.010448956845809931,1.63,-1.0767741651733553,0.8543583237036856,2.6622002764794175,17.91,79.44,77.02,10.8,17.75,0.83,0.5511414503133416
2018-08-31,9.54341381532673,4.999303475656469,2.7,2.8583117069202357,1.804542093211814,3.409108812790507,17.47,70.82,65.71,11.2,19.25,1.15,2.2954286191257944
2018-09-30,11.509402384101408,5.3781986434269236,3.3,12.038442008442551,1.4112882052502718,2.0664375400428248,25.4,70.16,62.46,11.5,24.01,2.13,6.304738073219807
2018-10-31,6.597601366535066,0.895470712284796,3.0,-2.350967917402813,1.3120809133822853,-0.00865664835442459,25.58,77.21,69.99,11.6,24.0,1.99,2.6686111963974968
2018-11-30,-1.986512183322986,-0.34003525136091506,2.21,-2.336395143633818,0.4862117900396479,-3.6939442262446973,23.92,83.04,75.68,12.2,24.0,0.88,-1.4429187330226467
2018-12-31,-6.027014944947895,-6.406022568982516,1.66,-4.706332563908999,-1.8737252920702385,-2.336848168278219,23.59,82.92,76.27,12.7,24.06,0.45,-0.40457165975523735
2019-01-31,-2.962524911881226,0.2591973244147061,2.14,2.617764584029847,1.2704111515595473,-1.3339672859464944,21.45,82.07,75.75,13.6,24.0,1.16,1.0637757692698369
2019-02-28,-0.6943847005839943,2.8137769994162287,1.95,0.8625453248060522,1.9992660481589875,0.15188949178154335,20.68,83.7,77.24,13.8,24.0,0.76,0.16077574295978447
2019-03-31,0.8521225259903842,4.060543136173389,2.09,0.6392416184215932,2.8928534165939546,1.392048647189282,20.5,81.91,75.2,13.9,25.5,0.94,1.0283163201324275
2019-04-30,2.2793700005250273,0.9431756177410433,1.77,5.002727176261024,1.4265458394052466,2.2266242449769797,21.93,80.0,72.49,13.8,24.0,1.61,1.6931059308358698
2019-05-31,4.789671529522588,0.9992277992278087,1.74,3.4432896903756838,4.67876006966319,2.2832723870809333,23.1,78.49,69.67,13.7,24.13,1.48,0.9496374777237859
2019-06-30,2.1477152817001466,-1.5184182760677012,1.82,1.448467454434188,1.741258297902415,0.8001962480839255,23.55,81.78,72.11,13.7,23.86,0.91,0.026600889920680437
2019-07-31,-0.36139202101294066,0.961120427302653,1.81,-0.4446405958782762,1.754958489528069,-0.042826964123546585,20.85,83.21,74.78,13.9,19.66,1.25,1.3562846021806907
2019-08-31,-2.4221451297371854,-3.1419651507927915,1.55,0.8294655170896004,0.6861332904253947,-0.40518430358949287,17.97,84.77,76.76,14.1,19.61,1.26,0.858696689247207
2019-09-30,-0.5794122298340976,3.297872340425534,1.68,4.038241670702791,1.7063833204255197,-0.2435193914375331,14.78,84.21,76.68,14.1,16.31,1.49,0.9932835114937255
2019-10-31,0.6605695441574078,1.0498485943096103,1.48,1.010004927826147,1.2442283828390188,0.423892454163126,13.59,83.17,76.88,13.5,13.84,1.9,2.002154364930675
2019-11-30,0.6217124846972677,0.7027684818983859,1.18,2.0795221679414055,1.677136151341574,0.4657832194012766,12.22,83.38,77.36,13.3,13.71,0.82,0.3810923115774134
2019-12-31,0.7245796206060806,-0.34440047128484474,0.87,0.8009480834458405,1.321698495885859,1.3126252593242744,10.53,81.97,76.0,13.4,11.43,0.59,0.7432818753573489
2020-01-31,0.7700363835284385,0.460787582987221,0.92,4.305911083323544,4.5477921012695655,1.0643308204675967,9.95,81.91,75.59,13.0,10.97,1.1,1.350737797956869
2020-02-29,1.7913744615548177,-2.587585624189026,1.21,0.9083575508866293,0.9078562039878335,1.6618002397598073,9.87,82.29,75.15,12.6,10.54,0.69,0.3516631201702314
2020-03-31,2.678584810789686,-9.908151727769765,1.04,2.88623460167583,3.16125009480821,2.0291951602963976,10.23,81.08,72.92,13.0,9.27,0.82,0.571403062363296
2020-04-30,4.928591035578189,-9.261424199704305,1.54,4.520694355066146,2.897681827718235,4.1695629508931695,9.54,78.75,69.21,13.5,8.35,0.93,0.8544542589551396
2020-05-31,4.731928135765906,2.311525417306126,1.14,9.20281105086611,8.684251650270314,4.056761951725693,8.04,78.65,68.67,13.6,7.9,0.76,1.362145985080221
2020-06-30,2.4614728126301166,6.485305283431186,1.5,0.19874244293525134,9.901409983842546,3.8089304072277854,8.08,78.14,69.17,13.7,7.62,0.5,1.133255177803827
2020-07-31,0.1561830679967846,4.478182988121948,1.44,3.244236027047509,1.8494050917630567,2.389436644164023,8.21,77.22,68.35,14.2,7.76,0.61,0.5838914648806481
2020-08-31,1.4565417479111886,2.600039949397437,1.22,4.34848718180505,6.384247541081733,2.75375771877288,11.44,72.64,63.79,12.9,10.15,0.68,0.8643503500085359
2020-09-30,3.342428292667754,-2.3784029332554635,1.39,1.8648572077093473,4.943229091762391,2.2641203906472067,11.85,71.92,62.18,12.6,11.12,1.07,0.9733183809060186
2020-10-31,4.732646001550278,2.6291298278269037,1.14,2.2648534101376017,0.6634113211786641,2.081755871508281,12.42,70.92,60.44,13.1,13.4,1.62,2.131137235179481
2020-11-30,3.3187374390083013,3.580334877092972,1.05,3.27346200216887,0.23934031490298047,0.8730656604775499,15.47,71.66,60.32,13.1,14.99,0.99,2.298001559358198
2020-12-31,0.9119623286409917,4.683811459391873,1.07,-0.8200453220233217,-3.0118148913363507,0.17986903613040214,16.73,73.61,61.88,12.6,17.03,0.9,1.2495487183601384
2021-01-31,-2.0337144666135787,0.33153626737951747,0.97,0.6138396389527845,-1.3634345622426158,-0.692365804772861,17.57,77.5,65.25,12.5,17.0,1.35,1.6818208831045345
2021-02-28,-4.026926776890749,0.2068975782564042,0.97,-1.5908080587540785,0.3690780379342673,-0.0668350459460374,17.08,81.55,68.81,13.3,17.0,0.78,0.9078511591662064
2021-03-31,-0.41840289687377075,-1.1927750215382726,0.89,-1.029048008562372,1.7205580883800309,1.3025977048177546,18.51,78.75,65.01,12.8,19.0,0.94,1.0753726156459864
2021-04-30,3.4445693197434624,-1.760399284414993,1.51,5.187067890706176,2.6477151362767737,2.1449946030389713,18.65,75.85,61.65,13.3,19.0,1.51,1.678986877542843
2021-05-31,5.55600112632717,4.543367815388377,1.47,2.9855707272610665,0.7860382445988634,2.015878013138858,18.89,74.74,59.8,13.2,19.0,1.27,0.8885632702133828
2021-06-30,4.014177468606084,7.2017213870632535,1.47,3.647907549252194,1.1902478981142162,1.3419569768632054,18.91,74.87,59.07,11.0,19.0,1.21,1.9420910529746038
2021-07-31,1.8248259572295478,0.06827150210959587,1.56,2.3598570706613753,0.1859283047237703,0.593482443906202,18.08,76.73,60.56,11.5,19.0,1.17,1.8046321326806503
2021-08-31,0.5222683386941096,0.5812763518768582,1.79,1.2297898633943483,1.4917127016351506,0.620190623828373,18.9,79.6,62.14,11.9,19.0,0.99,1.1195636572412848
2021-09-30,-0.33013905940972865,0.16686337552400676,1.52,0.12255174567088467,1.45629016141553,1.028623721899595,18.96,79.23,62.25,11.2,18.0,1.11,1.2526614620298027
2021-10-31,2.0584976284189427,6.630911750365676,1.9,3.923384038936617,1.5041344543559543,2.365610285946833,16.27,76.13,59.38,11.1,16.0,1.94,2.3937195527985233
2021-11-30,7.836812638341772,10.131839658588637,2.15,6.16388354388151,1.5376172010619804,5.760481359954077,15.84,72.22,53.36,11.2,15.0,1.77,3.5117743702081095
2021-12-31,17.805175005867447,23.150999319563148,5.75,13.968121360481511,9.240671241847753,4.880900607032672,17.73,66.51,47.62,11.0,14.0,3.37,13.575491038952459
2022-01-31,13.194044327062926,29.65734246087861,7.87,5.136626761615637,0.37049939269400145,4.195196180721557,18.84,71.58,52.05,11.3,14.0,6.45,11.104156052114412
2022-02-28,8.245375870599991,12.027272989917082,6.58,3.4468547890949885,2.546939748980548,1.9878975318390484,17.23,75.06,53.8,10.8,14.0,4.22,4.808511195838738
2022-03-31,2.550142444004666,32.674850422942,8.53,4.037682736782333,3.1198978015533507,3.7332370604821197,17.06,76.5,53.82,11.1,14.0,4.13,5.464228119960501
2022-04-30,2.791714168139192,4.4741087742487196,7.79,5.452344797774011,6.148661059750693,3.9788967295559288,16.98,80.07,56.91,10.8,14.0,4.23,7.248352377791467
2022-05-31,4.671724890061313,4.004353670618777,9.69,2.742994562095835,1.401655568941429,4.909351045838591,17.13,82.86,55.52,10.8,14.0,3.97,2.980802175090358
2022-06-30,5.34642829144758,25.849731663685162,11.29,6.703064334884967,4.056586395085504,4.818302133523071,18.98,80.63,53.06,10.3,14.05,3.77,4.951918949085599
2022-07-31,5.719735077423227,-9.594882729211085,11.12,5.952798651865421,2.9379476428623486,5.15186327380716,19.99,83.99,53.87,10.2,14.0,3.4,2.365272522752848
2022-08-31,4.744374486265945,-3.655660377358494,10.17,4.4601918867910095,4.063044894669088,3.480010217347695,18.32,82.2,52.83,9.8,13.0,2.57,1.4604956894398669
2022-09-30,2.515431609796215,-0.8567931456548328,7.26,4.02394875587484,0.7897193403842095,2.411659065785384,18.93,86.4,54.24,10.0,12.04,2.98,3.0758627479939182
2022-10-31,2.193669000930809,8.10699588477366,6.24,3.2640893820829575,2.8880460893865756,2.2377414258106354,19.81,94.04,55.59,10.2,10.5,3.39,3.5447850299458405
2022-11-30,1.0866513310687775,-4.073087171678724,6.99,3.8402877346800146,3.58017165930129,2.506201432706301,21.42,92.84,55.81,10.2,9.27,3.14,2.8837638376383756
2022-12-31,0.6412777538909564,-12.579365079365068,8.13,2.0096548283919713,2.980261695203157,3.135037282696388,23.24,89.9,54.9,10.3,9.04,2.69,1.1826838584724664
2023-01-31,0.3458502523870255,2.6327734906945066,9.44,3.549420984262208,2.7607456985012213,3.2355782066547207,25.31,92.42,57.14,9.8,9.0,2.65,6.648943240728422
