,ÜFE
2006-02-28,0.2566158781174943
2006-03-31,0.2479603263549235
2006-04-30,1.9388813532702498
2006-05-31,2.770820287993714
2006-06-30,4.021325209485416
2006-07-31,0.8639625127493167
2006-08-31,-0.7476771196003984
2006-09-30,-0.23403788489174682
2006-10-31,0.45451213255471856
2006-11-30,-0.29190688173452717
2006-12-31,-0.12442362582106847
2007-01-31,-0.051297083412582545
2007-02-28,0.9458171420584804
2007-03-31,0.9732713538420867
2007-04-30,0.7984462667167014
2007-05-31,0.39249268535863635
2007-06-30,-0.10662496442439551
2007-07-31,0.06404326473417044
2007-08-31,0.8533636751683726
2007-09-30,1.015371597804049
2007-10-31,-0.13262599467150915
2007-11-30,0.8946669462142065
2007-12-31,0.1524073433169404
2008-01-31,0.42194092820992957
2008-02-29,2.5623364099785606
2008-03-31,3.1699126931218347
2008-04-30,4.498112224986794
2008-05-31,2.117984177407539
2008-06-30,0.3233087293270209
2008-07-31,1.2465037091204056
2008-08-31,-2.3361960243018176
2008-09-30,-0.8977985487718332
2008-10-31,0.5708612559092385
2008-11-30,-0.03084896348576338
2008-12-31,-3.5425538480626018
2009-01-31,0.2303410327127109
2009-02-28,1.1682093840044372
2009-03-31,0.2902574457098739
2009-04-30,0.648043286814004
2009-05-31,-0.05000937677585027
2009-06-30,0.9443992745200358
2009-07-31,-0.7063197026020873
2009-08-31,0.41807063517680376
2009-09-30,0.615174299414667
2009-10-31,0.2840909090668031
2009-11-30,1.2932627171064803
2009-12-31,0.656614785979226
2010-01-31,0.5798502053861121
2010-02-28,1.6634638481690889
2010-03-31,1.9434107153133429
2010-04-30,2.3525321590137205
2010-05-31,-1.1492300724709192
2010-06-30,-0.5039802989571185
2010-07-31,-0.15541357278233692
2010-08-31,1.1530035743123612
2010-09-30,0.5072381169568985
2010-10-31,1.207825347347935
2010-11-30,-0.3137606454484354
2010-12-31,1.3095773380824793
2011-01-31,2.363384188680695
2011-02-28,1.7234838219686077
2011-03-31,1.2200969684075247
2011-04-30,0.6105905884868479
2011-05-31,0.15172125143969595
2011-06-30,0.005223841614965252
2011-07-31,-0.026117843720085965
2011-08-31,1.7608025498114133
2011-09-30,1.5454918874282075
2011-10-31,1.6028720230634175
2011-11-30,0.6469592913086908
2011-12-31,1.0037579113987283
2012-01-31,0.381847554694037
2012-02-29,-0.09266032673317381
2012-03-31,0.36122229818424945
2012-04-30,0.08268482488289486
2012-05-31,0.5297176459067243
2012-06-30,-1.4937638982811086
2012-07-31,-0.3140795995606904
2012-08-31,0.2559936986079814
2012-09-30,1.0311809477228762
2012-10-31,0.17496962334220267
2012-11-30,1.6593081364318474
2012-12-31,-0.1193146566064951
2013-01-31,-0.1815749235634434
2013-02-28,-0.1292484442291575
2013-03-31,0.8148396683106185
2013-04-30,-0.508724385477688
2013-05-31,0.9987575264897464
2013-06-30,1.4572983203605672
2013-07-31,0.9933311569959802
2013-08-31,0.041558921329842846
2013-09-30,0.8816062773919775
2013-10-31,0.6863103953269833
2013-11-30,0.6180132690979168
2013-12-31,1.1064944449735048
2014-01-31,3.319202669793442
2014-02-28,1.3836752509821082
2014-03-31,0.736212166874739
2014-04-30,0.08547739123003772
2014-05-31,-0.5209667776923776
2014-06-30,0.05580357142855874
2014-07-31,0.7293320176755769
2014-08-31,0.4216533923931953
2014-09-30,0.8524896089574963
2014-10-31,0.9167753059422301
2014-11-30,-0.966787515106049
2014-12-31,-0.7616242373237991
2015-01-31,0.32649253731342753
2015-02-28,1.2045137568150066
2015-03-31,1.0481917648041295
2015-04-30,1.425796586353667
2015-05-31,1.112378779235601
2015-06-30,0.25387870239774735
2015-07-31,-0.3175496422542001
2015-08-31,0.9839106415581167
2015-09-30,1.525376352673402
2015-10-31,-0.20058997050147465
2015-11-30,-1.4227161661543364
2015-12-31,-0.32782952864510717
2016-01-31,0.5455055954434185
2016-02-29,-0.20345474129332963
2016-03-31,0.403741605372554
2016-04-30,0.5175777361946077
2016-05-31,1.481364122469997
2016-06-30,0.4137231177549605
2016-07-31,0.20989621798110925
2016-08-31,0.07757650983282183
2016-09-30,0.2945622262702896
2016-10-31,0.8385825250222245
2016-11-30,2.000459875833527
2016-12-31,2.979410880673261
2017-01-31,3.9767959429384714
2017-02-28,1.2632022176216617
2017-03-31,1.036071935964511
2017-04-30,0.7579395020234747
2017-05-31,0.5173763572619894
2017-06-30,0.07111171311502407
2017-07-31,0.720763400108293
2017-08-31,0.849991600873512
2017-09-30,0.239856086348178
2017-10-31,1.7082087072117114
2017-11-30,2.016076329891514
2017-12-31,1.3676691970148314
2018-01-31,0.9858442871587547
2018-02-28,2.6814768460575733
2018-03-31,1.5357893774567977
2018-04-30,2.6019627262086953
2018-05-31,3.793728793728812
2018-06-30,3.0294490629843684
2018-07-31,1.7669584245076475
2018-08-31,6.60108584636887
2018-09-30,10.881952498613279
2018-10-31,0.909545681931867
2018-11-30,-2.5305331470548365
2018-12-31,-2.2217084730088987
2019-01-31,0.4539651014328294
2019-02-28,0.09414866073529371
2019-03-31,1.5802097540328353
2019-04-30,2.979304597435073
2019-05-31,2.6728110599078203
2019-06-30,0.09195603625695714
2019-07-31,-0.9909003412372108
2019-08-31,-0.5898857786713285
2019-09-30,0.13112276646813914
2019-10-31,0.16868272111862925
2019-11-30,-0.07533624338037503
2019-12-31,0.6896245870013473
2020-01-31,1.836680761099374
2020-02-29,0.48008304139093294
2020-03-31,0.8716425619834656
2020-04-30,1.2801638609742039
2020-05-31,1.5441656660136083
2020-06-30,0.694991909049425
2020-07-31,1.0219008179326972
2020-08-31,2.3494381335019243
2020-09-30,2.646209026601576
2020-10-31,3.5544425678954994
2020-11-30,4.075434913017384
2020-12-31,2.3577938686552224
2021-01-31,2.658947331374173
2021-02-28,1.223902087832962
2021-03-31,4.133644923118607
2021-04-30,4.341957621192671
2021-05-31,3.9212630332122744
2021-06-30,4.011757824802409
2021-07-31,2.4612855783372245
2021-08-31,2.7680443562573043
2021-09-30,1.5473517007175364
2021-10-31,5.241511367620477
2021-11-30,9.991671471586884
2021-12-31,19.083676013186878
2022-01-31,10.445585717779405
2022-02-28,7.2247858781431695
2022-03-31,9.193788204196274
2022-04-30,7.668507451395712
2022-05-31,8.764324407877645
2022-06-30,6.76610616210489
2022-07-31,5.170775979428233
2022-08-31,2.4070739438847966
2022-09-30,4.777393893429949
2022-10-31,7.830185138518786
2022-11-30,0.7433631838816845
2022-12-31,-0.24135276000947226
2023-01-31,4.154978008005195
2023-02-28,1.5613940916885616
2023-03-31,0.439655011131701
2023-04-30,0.8149238162649564
2023-05-31,0.6503644442802159
2023-06-30,6.50292333250726
2023-07-31,8.231497121582976
2023-08-31,5.886334229123125
2023-09-30,3.3982553767483825
2023-10-31,1.9385595531603794
2023-11-30,2.8091991909506397
2023-12-31,1.1443283229934265
2024-01-31,4.1361637312951505
2024-02-29,3.7370000560023042
2024-03-31,3.294982899496035
2024-04-30,3.602753328680919
2024-05-31,1.9578751209206047
2024-06-30,1.3763256848158933
2024-07-31,1.9415775497021448
2024-08-31,1.679302032172303
